t,manoeuvre,distance,aspect angle,pitch,ideal pitch,roll,heading,ideal heading,angle of attack,sideslip angle,yoke pitch ratio,yoke roll ratio,throttle ratio,kias,stall warning,has crashed,Δt,pitch dev,heading dev,d rate,in front of or behind enemy plane,pitch dev grade,heading dev grade
38.57,enemy aircraft finished manoeuvre,3057.4036350493902 metres,9.1,2.12,4.19,-2.17,337.57,133.17,0.98,-0.06,0.03,0.04,0.5,86.21,0,0,0.1,-2.07,-155.6,88.27,behind,good,lost sight of enemy
38.68,enemy aircraft finished manoeuvre,3068.0810641005282 metres,9.3,2.94,4.17,-1.96,337.5,133.21,2.06,-0.07,-0.04,0.05,0.5,85.96,0,0,0.11,-1.22,-155.71,93.28,behind,good,lost sight of enemy
38.8,enemy aircraft finished manoeuvre,3078.7447108780866 metres,9.5,3.55,4.14,-1.69,337.44,133.24,2.74,-0.08,-0.09,0.08,0.5,85.74,0,0,0.12,-0.59,-155.8,92.61,behind,good,lost sight of enemy
38.91,enemy aircraft finished manoeuvre,3089.167030263072 metres,9.69,3.8,4.12,-1.34,337.41,133.28,2.98,-0.09,-0.11,0.08,0.5,85.52,0,0,0.11,-0.32,-155.87,91.81,behind,good,lost sight of enemy
39.03,enemy aircraft finished manoeuvre,3099.6956303061065 metres,9.88,3.72,4.1,-0.97,337.4,133.32,2.89,-0.11,-0.12,0.08,0.5,85.32,0,0,0.11,-0.38,-155.92,92.57,behind,good,lost sight of enemy
39.14,enemy aircraft finished manoeuvre,3109.9035266901524 metres,10.06,3.41,4.07,-0.6,337.4,133.35,2.61,-0.11,-0.12,0.08,0.5,85.13,0,0,0.11,-0.67,-155.95,91.34,behind,good,lost sight of enemy
39.25,enemy aircraft finished manoeuvre,3120.2720546351734 metres,10.25,2.94,4.05,-0.22,337.41,133.39,2.24,-0.12,-0.12,0.08,0.5,84.95,0,0,0.11,-1.12,-155.98,90.58,behind,good,lost sight of enemy
39.37,enemy aircraft finished manoeuvre,3130.9733955353063 metres,10.43,2.38,4.03,0.18,337.43,133.42,1.86,-0.12,-0.12,0.08,0.5,84.78,0,0,0.12,-1.65,-155.99,91.08,behind,good,lost sight of enemy
39.48,enemy aircraft finished manoeuvre,3140.749759968916 metres,10.6,1.86,4.01,0.55,337.45,133.45,1.56,-0.11,-0.12,0.08,0.5,84.63,0,0,0.11,-2.15,-156.0,89.48,behind,good,lost sight of enemy
39.59,enemy aircraft finished manoeuvre,3150.4152264709596 metres,10.77,1.37,3.99,0.92,337.48,133.48,1.34,-0.1,-0.12,0.08,0.5,84.5,0,0,0.11,-2.61,-156.01,89.49,behind,good,lost sight of enemy
39.69,enemy aircraft finished manoeuvre,3160.323376261353 metres,10.93,0.92,3.96,1.3,337.51,133.52,1.19,-0.1,-0.12,0.08,0.5,84.37,0,0,0.11,-3.05,-156.0,93.86,behind,might lose sight of enemy,lost sight of enemy
39.8,enemy aircraft finished manoeuvre,3170.049068023139 metres,11.09,0.51,3.94,1.68,337.55,133.55,1.1,-0.09,-0.12,0.08,0.5,84.26,0,0,0.1,-3.43,-156.0,94.09,behind,might lose sight of enemy,lost sight of enemy
39.91,enemy aircraft finished manoeuvre,3180.7359435571634 metres,11.27,0.12,3.92,2.09,337.6,133.58,1.07,-0.09,-0.12,0.08,0.5,84.15,0,0,0.12,-3.8,-155.98,92.42,behind,might lose sight of enemy,lost sight of enemy
40.03,enemy aircraft finished manoeuvre,3191.43182608279 metres,11.44,-0.22,3.9,2.51,337.65,133.62,1.09,-0.09,-0.12,0.08,0.5,84.05,0,0,0.12,-4.12,-155.97,91.22,behind,might lose sight of enemy,lost sight of enemy
40.15,enemy aircraft finished manoeuvre,3202.1299277401768 metres,11.6,-0.53,3.88,2.93,337.71,133.65,1.13,-0.09,-0.12,0.08,0.5,83.96,0,0,0.12,-4.41,-155.94,92.32,behind,might lose sight of enemy,lost sight of enemy
40.26,enemy aircraft finished manoeuvre,3212.7992731728473 metres,11.77,-0.82,3.86,3.35,337.77,133.68,1.19,-0.09,-0.12,0.08,0.5,83.87,0,0,0.12,-4.68,-155.91,91.83,behind,might lose sight of enemy,lost sight of enemy
40.38,enemy aircraft finished manoeuvre,3223.6562097811325 metres,11.93,-1.1,3.84,3.77,337.84,133.72,1.24,-0.1,-0.12,0.08,0.5,83.8,0,0,0.12,-4.94,-155.87,91.36,behind,might lose sight of enemy,lost sight of enemy
40.5,enemy aircraft finished manoeuvre,3234.554394001171 metres,12.09,-1.38,3.82,4.2,337.92,133.75,1.29,-0.11,-0.12,0.08,0.5,83.74,0,0,0.12,-5.2,-155.83,91.83,behind,might lose sight of enemy,lost sight of enemy
40.6,enemy aircraft finished manoeuvre,3243.8707287241814 metres,12.22,-1.63,3.8,4.56,337.99,133.78,1.32,-0.11,-0.12,0.08,0.5,83.69,0,0,0.1,-5.43,-155.78,92.65,behind,might lose sight of enemy,lost sight of enemy
40.7,enemy aircraft finished manoeuvre,3253.133907638253 metres,12.35,-1.88,3.79,4.92,338.07,133.81,1.34,-0.12,-0.12,0.08,0.5,83.66,0,0,0.1,-5.66,-155.73,92.09,behind,might lose sight of enemy,lost sight of enemy
40.8,enemy aircraft finished manoeuvre,3262.563450086548 metres,12.48,-2.14,3.77,5.25,338.16,133.83,1.34,-0.12,-0.12,-0.03,0.5,83.62,0,0,0.1,-5.91,-155.68,92.93,behind,might lose sight of enemy,lost sight of enemy
40.92,enemy aircraft finished manoeuvre,3273.46797202649 metres,12.63,-2.43,3.75,5.2,338.25,133.87,1.37,-0.13,-0.09,-0.13,0.5,83.6,0,0,0.12,-6.18,-155.62,91.79,behind,might lose sight of enemy,lost sight of enemy
41.04,enemy aircraft finished manoeuvre,3284.541829450935 metres,12.77,-2.67,3.73,4.66,338.32,133.9,1.44,-0.15,-0.09,-0.17,0.5,83.58,0,0,0.12,-6.4,-155.58,91.56,behind,might lose sight of enemy,lost sight of enemy
41.16,enemy aircraft finished manoeuvre,3295.6757516008634 metres,12.91,-2.85,3.71,3.68,338.38,133.93,1.57,-0.17,-0.05,-0.35,0.5,83.58,0,0,0.12,-6.56,-155.55,92.34,behind,might lose sight of enemy,lost sight of enemy
41.28,enemy aircraft finished manoeuvre,3306.678943167001 metres,13.05,-2.89,3.7,2.21,338.41,133.97,1.8,-0.18,-0.05,-0.35,0.5,83.58,0,0,0.11,-6.59,-155.55,96.3,behind,might lose sight of enemy,lost sight of enemy
41.38,enemy aircraft finished manoeuvre,3315.749574424943 metres,13.16,-2.87,3.68,0.85,338.42,133.99,2.01,-0.17,-0.05,-0.35,0.5,83.59,0,0,0.1,-6.55,-155.58,90.54,behind,might lose sight of enemy,lost sight of enemy
41.48,enemy aircraft finished manoeuvre,3325.195491071158 metres,13.26,-2.82,3.67,-0.6,338.4,134.02,2.22,-0.16,-0.05,-0.35,0.5,83.6,0,0,0.1,-6.48,-155.62,91.82,behind,might lose sight of enemy,lost sight of enemy
41.59,enemy aircraft finished manoeuvre,3335.1311027103675 metres,13.37,-2.76,3.65,-2.13,338.36,134.05,2.41,-0.13,-0.04,-0.35,0.5,83.62,0,0,0.11,-6.41,-155.69,91.35,behind,might lose sight of enemy,lost sight of enemy
41.7,enemy aircraft finished manoeuvre,3345.8112306381017 metres,13.49,-2.7,3.64,-3.78,338.28,134.08,2.57,-0.09,-0.04,-0.35,0.5,83.65,0,0,0.11,-6.34,-155.8,95.07,behind,might lose sight of enemy,lost sight of enemy
41.81,enemy aircraft finished manoeuvre,3355.82420971114 metres,13.59,-2.68,3.62,-5.32,338.17,134.11,2.68,-0.05,-0.04,-0.35,0.5,83.68,0,0,0.11,-6.3,-155.94,92.16,behind,might lose sight of enemy,lost sight of enemy
41.92,enemy aircraft finished manoeuvre,3366.408207000053 metres,13.69,-2.69,3.6,-6.94,338.02,134.14,2.74,-0.02,-0.04,-0.35,0.5,83.72,0,0,0.11,-6.29,-156.12,96.63,behind,might lose sight of enemy,lost sight of enemy
42.02,enemy aircraft finished manoeuvre,3375.75555005759 metres,13.78,-2.73,3.59,-8.37,337.86,134.17,2.76,0.01,-0.04,-0.35,0.5,83.76,0,0,0.1,-6.32,-156.31,91.9,behind,might lose sight of enemy,lost sight of enemy
42.14,enemy aircraft finished manoeuvre,3386.998587781482 metres,13.88,-2.81,3.57,-10.1,337.62,134.2,2.74,0.03,-0.04,-0.35,0.5,83.8,0,0,0.12,-6.39,-156.58,95.02,behind,might lose sight of enemy,lost sight of enemy
42.26,enemy aircraft finished manoeuvre,3398.2460050925783 metres,13.97,-2.93,3.56,-11.83,337.35,134.23,2.71,0.04,-0.04,-0.35,0.5,83.86,0,0,0.12,-6.49,-156.88,93.71,behind,might lose sight of enemy,lost sight of enemy
42.38,enemy aircraft finished manoeuvre,3409.5478408450294 metres,14.06,-3.08,3.54,-13.57,337.03,134.26,2.66,0.04,-0.04,-0.35,0.5,83.91,0,0,0.12,-6.61,-157.23,94.76,behind,might lose sight of enemy,lost sight of enemy
42.5,enemy aircraft finished manoeuvre,3420.9063440967698 metres,14.15,-3.24,3.52,-15.33,336.67,134.29,2.62,0.04,-0.04,-0.35,0.5,83.98,0,0,0.12,-6.76,-157.62,94.25,behind,might lose sight of enemy,lost sight of enemy
42.6,enemy aircraft finished manoeuvre,3430.6892595701456 metres,14.21,-3.39,3.51,-16.84,336.33,134.31,2.58,0.04,-0.04,-0.35,0.5,84.04,0,0,0.1,-6.9,-157.98,94.9,behind,might lose sight of enemy,lost sight of enemy
42.71,enemy aircraft finished manoeuvre,3440.5262562784114 metres,14.28,-3.55,3.49,-18.37,335.97,134.34,2.55,0.03,-0.04,-0.35,0.5,84.1,0,0,0.1,-7.04,-158.36,94.86,behind,might lose sight of enemy,lost sight of enemy
42.81,enemy aircraft finished manoeuvre,3450.499345745789 metres,14.34,-3.66,3.48,-19.59,335.58,134.36,2.57,0.04,0.03,-0.03,0.5,84.17,0,0,0.1,-7.14,-158.78,96.43,behind,might lose sight of enemy,lost sight of enemy
42.91,enemy aircraft finished manoeuvre,3460.284489770082 metres,14.39,-3.65,3.46,-20.03,335.17,134.38,2.7,0.05,0.04,0.05,0.5,84.24,0,0,0.1,-7.11,-159.21,95.49,behind,might lose sight of enemy,lost sight of enemy
43.01,enemy aircraft finished manoeuvre,3470.0767445995575 metres,14.44,-3.54,3.45,-20.06,334.74,134.41,2.9,0.06,0.04,0.05,0.5,84.31,0,0,0.1,-6.99,-159.67,96.36,behind,might lose sight of enemy,lost sight of enemy
43.11,enemy aircraft finished manoeuvre,3479.8042155458947 metres,14.49,-3.38,3.44,-19.97,334.29,134.43,3.12,0.06,0.04,0.05,0.5,84.38,0,0,0.1,-6.81,-160.14,95.75,behind,might lose sight of enemy,lost sight of enemy
43.23,enemy aircraft finished manoeuvre,3491.4607896193984 metres,14.54,-3.15,3.42,-19.8,333.75,134.45,3.36,0.05,0.04,0.05,0.5,84.47,0,0,0.12,-6.57,-160.7,97.04,behind,might lose sight of enemy,lost sight of enemy
43.34,enemy aircraft finished manoeuvre,3501.34438113312 metres,14.58,-2.97,3.4,-19.66,333.29,134.47,3.52,0.04,0.04,0.05,0.5,84.55,0,0,0.1,-6.37,-161.18,97.76,behind,might lose sight of enemy,lost sight of enemy
43.44,enemy aircraft finished manoeuvre,3511.267754756737 metres,14.62,-2.8,3.39,-19.56,332.84,134.49,3.65,0.04,0.07,-0.08,0.5,84.62,0,0,0.1,-6.19,-161.65,94.77,behind,might lose sight of enemy,lost sight of enemy
43.55,enemy aircraft finished manoeuvre,3522.041373849317 metres,14.65,-2.56,3.37,-19.88,332.31,134.51,3.84,0.04,0.1,-0.15,0.5,84.71,0,0,0.11,-5.94,-162.2,96.27,behind,might lose sight of enemy,lost sight of enemy
43.66,enemy aircraft finished manoeuvre,3533.098903901426 metres,14.68,-2.22,3.36,-20.5,331.72,134.53,4.1,0.05,0.1,-0.15,0.5,84.79,0,0,0.11,-5.58,-162.81,100.26,behind,might lose sight of enemy,lost sight of enemy
43.78,enemy aircraft finished manoeuvre,3544.045514066035 metres,14.7,-1.84,3.34,-21.2,331.1,134.55,4.36,0.08,0.1,-0.15,0.5,84.87,0,0,0.11,-5.18,-163.44,96.48,behind,might lose sight of enemy,lost sight of enemy
43.88,enemy aircraft finished manoeuvre,3554.9764344337614 metres,14.72,-1.47,3.33,-21.92,330.47,134.57,4.57,0.1,0.1,-0.15,0.5,84.94,0,0,0.11,-4.8,-164.09,101.1,behind,might lose sight of enemy,lost sight of enemy
43.99,enemy aircraft finished manoeuvre,3565.164160806741 metres,14.73,-1.16,3.31,-22.6,329.88,134.58,4.71,0.13,0.1,-0.15,0.5,85.01,0,0,0.1,-4.48,-164.71,98.83,behind,might lose sight of enemy,lost sight of enemy
44.09,enemy aircraft finished manoeuvre,3575.23569704353 metres,14.74,-0.91,3.3,-23.27,329.28,134.6,4.78,0.15,0.1,-0.15,0.5,85.07,0,0,0.1,-4.2,-165.31,99.05,behind,might lose sight of enemy,lost sight of enemy
44.21,enemy aircraft finished manoeuvre,3587.015127029525 metres,14.74,-0.66,3.28,-24.07,328.58,134.61,4.81,0.17,0.1,-0.15,0.5,85.13,0,0,0.12,-3.94,-166.03,100.28,behind,might lose sight of enemy,lost sight of enemy
44.33,enemy aircraft finished manoeuvre,3598.803445859344 metres,14.74,-0.48,3.26,-24.86,327.88,134.63,4.79,0.18,0.1,-0.15,0.5,85.19,0,0,0.12,-3.73,-166.75,98.79,behind,might lose sight of enemy,lost sight of enemy
44.44,enemy aircraft finished manoeuvre,3610.755946992035 metres,14.73,-0.33,3.24,-25.68,327.15,134.64,4.75,0.19,0.1,-0.15,0.5,85.24,0,0,0.12,-3.57,-167.49,100.3,behind,might lose sight of enemy,lost sight of enemy
44.55,enemy aircraft finished manoeuvre,3621.4542229752196 metres,14.72,-0.23,3.22,-26.41,326.49,134.65,4.7,0.19,0.1,-0.15,0.5,85.29,0,0,0.1,-3.45,-168.16,104.71,behind,might lose sight of enemy,lost sight of enemy
44.65,enemy aircraft finished manoeuvre,3631.302629731201 metres,14.71,-0.15,3.21,-27.09,325.87,134.66,4.66,0.18,0.1,-0.15,0.5,85.33,0,0,0.1,-3.35,-168.79,95.9,behind,might lose sight of enemy,lost sight of enemy
44.75,enemy aircraft finished manoeuvre,3641.840859067429 metres,14.69,-0.07,3.19,-27.82,325.19,134.67,4.62,0.18,0.1,-0.15,0.5,85.37,0,0,0.1,-3.26,-169.48,100.68,behind,might lose sight of enemy,lost sight of enemy
44.86,enemy aircraft finished manoeuvre,3652.35992570545 metres,14.67,0.01,3.17,-28.55,324.5,134.67,4.6,0.17,0.13,-0.15,0.5,85.41,0,0,0.1,-3.16,-170.18,101.71,behind,might lose sight of enemy,lost sight of enemy
44.96,enemy aircraft finished manoeuvre,3662.654998596641 metres,14.64,0.13,3.15,-29.26,323.77,134.68,4.64,0.17,0.13,-0.15,0.5,85.44,0,0,0.1,-3.02,-170.91,100.97,behind,might lose sight of enemy,lost sight of enemy
45.06,enemy aircraft finished manoeuvre,3673.0042625322853 metres,14.61,0.29,3.14,-29.96,323.01,134.69,4.73,0.18,0.14,-0.13,0.5,85.48,0,0,0.1,-2.84,-171.67,102.27,behind,good,lost sight of enemy
45.16,enemy aircraft finished manoeuvre,3683.2730811184974 metres,14.58,0.49,3.12,-30.63,322.23,134.69,4.84,0.18,0.14,-0.13,0.5,85.5,0,0,0.1,-2.63,-172.46,101.63,behind,good,lost sight of enemy
45.28,enemy aircraft finished manoeuvre,3695.5603281142103 metres,14.53,0.72,3.1,-31.41,321.26,134.69,4.97,0.19,0.14,-0.13,0.5,85.53,0,0,0.12,-2.37,-173.44,102.87,behind,good,lost sight of enemy
45.38,enemy aircraft finished manoeuvre,3705.930557092197 metres,14.49,0.91,3.08,-32.07,320.43,134.7,5.06,0.2,0.14,-0.13,0.5,85.55,0,0,0.1,-2.17,-174.27,101.8,behind,good,lost sight of enemy
45.49,enemy aircraft finished manoeuvre,3716.562077393905 metres,14.44,1.09,3.06,-32.74,319.57,134.7,5.13,0.22,0.14,-0.13,0.5,85.56,0,0,0.11,-1.98,-175.12,100.83,behind,good,lost sight of enemy
45.6,enemy aircraft finished manoeuvre,3727.9472417347292 metres,14.39,1.23,3.04,-33.47,318.66,134.7,5.17,0.23,0.14,-0.13,0.5,85.56,0,0,0.11,-1.81,-176.04,100.53,behind,good,lost sight of enemy
45.71,enemy aircraft finished manoeuvre,3739.661757864217 metres,14.33,1.35,3.02,-34.22,317.7,134.7,5.17,0.24,0.14,-0.13,0.5,85.56,0,0,0.11,-1.67,-176.99,104.34,behind,good,lost sight of enemy
45.83,enemy aircraft finished manoeuvre,3751.3956867336997 metres,14.27,1.43,3.0,-34.98,316.75,134.69,5.16,0.24,0.14,-0.13,0.5,85.55,0,0,0.12,-1.57,-177.95,101.77,behind,good,lost sight of enemy
45.94,enemy aircraft finished manoeuvre,3763.0877490683038 metres,14.2,1.48,2.98,-35.69,315.79,134.69,5.13,0.24,0.14,0.02,0.5,85.54,0,0,0.11,-1.5,-178.9,106.07,behind,good,lost sight of enemy
46.04,enemy aircraft finished manoeuvre,3773.6853438454496 metres,14.14,1.51,2.97,-35.78,314.95,134.68,5.08,0.22,0.1,0.24,0.5,85.53,0,0,0.1,-1.46,-179.73,104.82,behind,good,lost sight of enemy
46.14,enemy aircraft finished manoeuvre,3784.228383630214 metres,14.07,1.49,2.95,-35.2,314.18,134.68,4.98,0.17,0.09,0.36,0.5,85.51,0,0,0.1,-1.46,179.5,103.03,behind,good,lost sight of enemy
46.24,enemy aircraft finished manoeuvre,3794.767751390282 metres,14.0,1.46,2.93,-34.11,313.46,134.67,4.87,0.1,0.09,0.43,0.5,85.49,0,0,0.1,-1.47,178.79,103.55,behind,good,lost sight of enemy
46.36,enemy aircraft finished manoeuvre,3807.241361493809 metres,13.91,1.44,2.91,-32.4,312.66,134.66,4.75,0.0,0.09,0.54,0.5,85.47,0,0,0.12,-1.47,178.0,104.75,behind,good,lost sight of enemy
46.47,enemy aircraft finished manoeuvre,3818.0677657167166 metres,13.83,1.47,2.89,-30.62,312.0,134.65,4.69,-0.08,0.09,0.55,0.5,85.44,0,0,0.1,-1.42,177.35,106.79,behind,good,lost sight of enemy
46.57,enemy aircraft finished manoeuvre,3828.396281616568 metres,13.75,1.55,2.88,-28.8,311.41,134.64,4.66,-0.15,0.09,0.55,0.5,85.42,0,0,0.1,-1.33,176.77,101.45,behind,good,lost sight of enemy
46.67,enemy aircraft finished manoeuvre,3838.9274860245096 metres,13.67,1.7,2.86,-26.86,310.84,134.63,4.69,-0.21,0.13,0.59,0.5,85.39,0,0,0.1,-1.16,176.21,101.68,behind,good,lost sight of enemy
46.77,enemy aircraft finished manoeuvre,3849.759392073385 metres,13.58,1.99,2.84,-24.77,310.26,134.61,4.84,-0.27,0.15,0.61,0.5,85.36,0,0,0.1,-0.85,175.64,105.14,behind,good,lost sight of enemy
46.88,enemy aircraft finished manoeuvre,3860.5732747590955 metres,13.49,2.43,2.82,-22.61,309.69,134.6,5.1,-0.32,0.17,0.64,0.5,85.32,0,0,0.1,-0.39,175.09,104.28,behind,good,lost sight of enemy
46.98,enemy aircraft finished manoeuvre,3871.156486153015 metres,13.4,3.02,2.81,-20.44,309.15,134.59,5.44,-0.37,0.18,0.64,0.5,85.28,0,0,0.1,0.21,174.56,103.09,behind,good,lost sight of enemy
47.1,enemy aircraft finished manoeuvre,3883.5869356572002 metres,13.3,3.9,2.79,-17.86,308.55,134.57,5.95,-0.46,0.23,0.65,0.5,85.22,0,0,0.12,1.11,173.98,105.36,behind,good,lost sight of enemy
47.22,enemy aircraft finished manoeuvre,3895.8500510410545 metres,13.18,4.91,2.76,-15.31,308.01,134.55,6.48,-0.56,0.23,0.65,0.5,85.14,0,0,0.12,2.15,173.46,103.94,behind,good,lost sight of enemy
47.33,enemy aircraft finished manoeuvre,3908.0981409697156 metres,13.07,5.68,2.74,-12.83,307.65,134.53,6.58,-0.66,-0.13,0.6,0.5,85.04,0,0,0.12,2.94,173.11,104.76,behind,good,lost sight of enemy
47.45,enemy aircraft finished manoeuvre,3919.93535063011 metres,12.95,5.6,2.72,-10.5,307.58,134.51,5.87,-0.71,-0.13,0.6,0.5,84.92,0,0,0.11,2.88,173.06,103.79,behind,good,lost sight of enemy
47.55,enemy aircraft finished manoeuvre,3930.4566503202773 metres,12.85,5.03,2.7,-8.41,307.68,134.5,4.87,-0.69,-0.13,0.6,0.5,84.82,0,0,0.11,2.32,173.18,99.56,behind,good,lost sight of enemy
47.66,enemy aircraft finished manoeuvre,3942.1324187598234 metres,12.73,4.0,2.68,-6.32,307.91,134.48,3.56,-0.56,-0.21,0.38,0.5,84.71,0,0,0.11,1.32,173.43,104.33,behind,good,lost sight of enemy
47.77,enemy aircraft finished manoeuvre,3953.151504090936 metres,12.62,2.79,2.66,-4.61,308.17,134.46,2.31,-0.38,-0.21,0.38,0.5,84.62,0,0,0.1,0.12,173.71,106.29,behind,good,lost sight of enemy
47.88,enemy aircraft finished manoeuvre,3964.791974094935 metres,12.5,1.45,2.64,-2.86,308.44,134.44,1.18,-0.16,-0.21,0.38,0.5,84.54,0,0,0.11,-1.19,174.0,101.93,behind,good,lost sight of enemy
47.98,enemy aircraft finished manoeuvre,3975.645702144491 metres,12.39,0.27,2.62,-1.21,308.66,134.43,0.36,0.03,-0.21,0.38,0.5,84.47,0,0,0.1,-2.35,174.24,107.71,behind,good,lost sight of enemy
48.1,enemy aircraft finished manoeuvre,3988.13113672098 metres,12.25,-0.92,2.6,0.73,308.85,134.41,-0.27,0.2,-0.21,0.38,0.5,84.41,0,0,0.12,-3.53,174.44,104.72,behind,might lose sight of enemy,lost sight of enemy
48.22,enemy aircraft finished manoeuvre,4000.4216201485187 metres,12.12,-1.88,2.58,2.46,308.95,134.39,-0.56,0.29,-0.04,-0.15,0.5,84.36,0,0,0.12,-4.46,174.56,103.85,behind,might lose sight of enemy,lost sight of enemy
48.32,enemy aircraft finished manoeuvre,4010.84380117375 metres,12.01,-2.28,2.57,2.98,308.96,134.37,-0.38,0.25,-0.01,0.18,0.5,84.31,0,0,0.1,-4.85,174.59,102.34,behind,might lose sight of enemy,lost sight of enemy
48.44,enemy aircraft finished manoeuvre,4023.4614214978765 metres,11.88,-2.3,2.55,4.28,308.99,134.35,0.21,0.19,-0.07,0.55,0.5,84.27,0,0,0.12,-4.85,174.64,106.15,behind,might lose sight of enemy,lost sight of enemy
48.55,enemy aircraft finished manoeuvre,4034.0199455457832 metres,11.77,-2.13,2.54,6.1,309.06,134.33,0.8,0.13,-0.07,0.55,0.5,84.24,0,0,0.11,-4.67,174.73,97.51,behind,might lose sight of enemy,lost sight of enemy
48.67,enemy aircraft finished manoeuvre,4047.082964722632 metres,11.63,-1.83,2.52,8.25,309.19,134.31,1.47,0.01,-0.06,0.28,0.5,84.2,0,0,0.12,-4.36,174.88,109.76,behind,might lose sight of enemy,lost sight of enemy
48.77,enemy aircraft finished manoeuvre,4058.0499920564653 metres,11.51,-1.58,2.51,9.39,309.33,134.3,1.94,-0.11,-0.05,0.12,0.5,84.17,0,0,0.1,-4.09,175.03,105.2,behind,might lose sight of enemy,lost sight of enemy
48.88,enemy aircraft finished manoeuvre,4069.327005698215 metres,11.39,-1.35,2.5,10.15,309.49,134.28,2.31,-0.21,-0.04,0.2,0.5,84.15,0,0,0.11,-3.86,175.21,104.36,behind,might lose sight of enemy,lost sight of enemy
48.98,enemy aircraft finished manoeuvre,4080.17134646478 metres,11.27,-1.19,2.49,10.97,309.69,134.26,2.57,-0.29,-0.04,0.23,0.5,84.13,0,0,0.1,-3.68,175.42,105.82,behind,might lose sight of enemy,lost sight of enemy
49.09,enemy aircraft finished manoeuvre,4091.0052745370926 metres,11.15,-1.1,2.48,11.88,309.92,134.25,2.74,-0.33,-0.04,0.23,0.5,84.11,0,0,0.1,-3.58,175.68,105.78,behind,might lose sight of enemy,lost sight of enemy
49.19,enemy aircraft finished manoeuvre,4101.701024220383 metres,11.04,-1.08,2.47,12.81,310.19,134.23,2.82,-0.36,-0.04,0.23,0.5,84.1,0,0,0.1,-3.55,175.96,104.93,behind,might lose sight of enemy,lost sight of enemy
49.29,enemy aircraft finished manoeuvre,4112.356535774165 metres,10.92,-1.12,2.46,13.76,310.48,134.22,2.84,-0.36,-0.04,0.23,0.5,84.08,0,0,0.1,-3.58,176.26,105.97,behind,might lose sight of enemy,lost sight of enemy
49.39,enemy aircraft finished manoeuvre,4122.933061206696 metres,10.81,-1.22,2.45,14.68,310.79,134.21,2.81,-0.35,-0.04,0.17,0.5,84.07,0,0,0.1,-3.67,176.58,104.45,behind,might lose sight of enemy,lost sight of enemy
49.49,enemy aircraft finished manoeuvre,4133.618151650451 metres,10.7,-1.4,2.44,15.37,311.09,134.19,2.69,-0.33,-0.14,-0.03,0.5,84.07,0,0,0.1,-3.84,176.9,103.9,behind,might lose sight of enemy,lost sight of enemy
49.61,enemy aircraft finished manoeuvre,4145.174779468194 metres,10.57,-1.84,2.43,15.58,311.35,134.18,2.32,-0.3,-0.17,-0.04,0.5,84.07,0,0,0.11,-4.27,177.18,101.31,behind,might lose sight of enemy,lost sight of enemy
49.72,enemy aircraft finished manoeuvre,4157.752741076404 metres,10.44,-2.58,2.42,15.54,311.57,134.16,1.76,-0.25,-0.18,-0.06,0.5,84.07,0,0,0.11,-4.99,177.41,110.85,behind,might lose sight of enemy,lost sight of enemy
49.83,enemy aircraft finished manoeuvre,4169.43653075223 metres,10.31,-3.37,2.41,15.37,311.73,134.15,1.22,-0.21,-0.18,-0.06,0.5,84.09,0,0,0.11,-5.78,177.58,104.04,behind,might lose sight of enemy,lost sight of enemy
49.95,enemy aircraft finished manoeuvre,4182.270757884558 metres,10.18,-4.28,2.4,15.11,311.88,134.14,0.69,-0.19,-0.2,-0.06,0.5,84.12,0,0,0.12,-6.68,177.74,108.64,behind,might lose sight of enemy,lost sight of enemy
50.05,enemy aircraft finished manoeuvre,4193.220584524412 metres,10.06,-5.05,2.39,14.87,312.0,134.12,0.31,-0.18,-0.2,-0.07,0.5,84.15,0,0,0.1,-7.44,177.87,105.44,behind,might lose sight of enemy,lost sight of enemy
